"Name","SystemID","System","CreateBy","CreateDate","UpdateBy","UpdateDate"
Croc,TB368,MIPS,krood,2014-06-13 13:31:32.243,D,2014-06-13 13:31:32.243
Crocus,FM563,MIPS,krood,2019-11-12 10:09:24.820,D,2019-11-12 10:09:24.820
Crossroads,TB025,MIPS,D,2009-07-09 10:09:34.327,D,2009-07-09 10:09:34.327
Crosswalk,TB469,MIPS,krood,2015-04-07 19:22:04.003,D,2015-04-07 19:22:04.003
Crown,TB161,MIPS,D,2009-07-09 10:09:34.327,D,2009-07-09 10:09:34.327
Crown II,U0003,MIPS,D,2009-07-09 10:09:34.327,D,2009-07-09 10:09:34.327
Crusty,BS066,MIPS,D,2009-07-09 10:09:34.327,D,2009-07-09 10:09:34.327
Cruz,CR172,MIPS,D,2009-07-09 10:09:34.327,D,2009-07-09 10:09:34.327
Crystal,CR457,MIPS,D,2009-07-09 10:09:34.327,D,2009-07-09 10:09:34.327
Ctenophore,CH134,MIPS,D,2009-07-09 10:09:34.327,D,2009-07-09 10:09:34.327
Cube,CR292,MIPS,D,2009-07-09 10:09:34.327,D,2009-07-09 10:09:34.327
Cuff,DUSW00247,MIPS,krood,2016-08-22 05:59:32.813,D,2016-08-22 05:59:32.813
Cumulus,CH135,MIPS,D,2009-07-09 10:09:34.327,D,2009-07-09 10:09:34.327
Cuttlefish,TB532,MIPS,krood,2017-11-15 14:43:50.820,D,2017-11-15 14:43:50.820
Cygnet,CH296,MIPS,krood,2016-08-22 05:53:47.040,D,2016-08-22 05:53:47.040
D-Cow,BC382,MIPS,D,2009-07-09 10:09:34.327,D,2009-07-09 10:09:34.327
Dade,BC416,MIPS,D,2009-07-09 10:09:34.327,D,2009-07-09 10:09:34.327
Dafne,BS218,MIPS,D,2009-07-09 10:09:34.327,csandersre,2009-08-06 16:44:55.727
Dagger,U0209,MIPS,D,2009-07-09 10:09:34.327,D,2009-07-09 10:09:34.327
Daggertail,TB121,MIPS,D,2009-07-09 10:09:34.327,D,2009-07-09 10:09:34.327
Dagrass,TBC088,T,krood,2013-01-07 13:24:35.510,D,2013-01-07 13:24:35.510
Dana,TTB117,MIPS,D,2009-07-09 10:09:34.327,D,2009-07-09 10:09:34.327
Dancer,FK008,MIPS,D,2009-07-09 10:09:34.327,D,2009-07-09 10:09:34.327
Daniel,BS142,MIPS,D,2009-07-09 10:09:34.327,D,2009-07-09 10:09:34.327
Danny,BS232,MIPS,D,2009-07-09 10:09:34.327,D,2009-07-09 10:09:34.327
Daphnia,SB071,MIPS,D,2009-07-09 10:09:34.327,D,2009-07-09 10:09:34.327
Dapple,SB010,MIPS,D,2009-07-09 10:09:34.327,D,2009-07-09 10:09:34.327
Dash,CR289,MIPS,cbeck,2010-03-24 10:09:22.340,D,2010-03-24 10:09:22.340
Dasher,FK013,MIPS,D,2009-07-09 10:09:34.327,D,2009-07-09 10:09:34.327
Dasypus,SB152,MIPS,D,2009-07-09 10:09:34.327,D,2009-07-09 10:09:34.327
David,BS222,MIPS,D,2009-07-09 10:09:34.327,D,2009-07-09 10:09:34.327
Davy Jones,CH208,MIPS,krood,2013-05-20 08:58:39.910,D,2013-05-20 08:58:39.910
Dawn,BS049,MIPS,D,2009-07-09 10:09:34.327,D,2009-07-09 10:09:34.327
Dean,MI112,MIPS,D,2009-07-09 10:09:34.327,D,2009-07-09 10:09:34.327
Deano,TNP015,T,D,2009-07-09 10:09:34.327,csandersre,2009-08-11 18:16:12.903
Debra,BS174,MIPS,D,2009-07-09 10:09:34.327,D,2009-07-09 10:09:34.327
Dee Dee,CH128,MIPS,D,2009-07-09 10:09:34.327,D,2009-07-09 10:09:34.327
Deep Dent,BS034,MIPS,D,2009-07-09 10:09:34.327,D,2009-07-09 10:09:34.327
Dejuner,RB281,MIPS,D,2009-07-09 10:09:34.327,D,2009-07-09 10:09:34.327
Delain,BS130,MIPS,D,2009-07-09 10:09:34.327,D,2009-07-09 10:09:34.327
Delta,BS077,MIPS,D,2009-07-09 10:09:34.327,csandersre,2009-08-05 12:45:05.770
Delta Mama,SB011,MIPS,D,2009-07-09 10:09:34.327,D,2009-07-09 10:09:34.327
Demi,U6143,MIPS,D,2009-07-09 10:09:34.327,D,2009-07-09 10:09:34.327
Derrick,TB241,MIPS,krood,2010-08-16 16:41:33.753,D,2010-08-16 16:41:33.753
Desdemona,TB206,MIPS,D,2009-07-09 10:09:34.327,D,2009-07-09 10:09:34.327
DeSoto,TB220,MIPS,D,2009-07-09 10:09:34.327,D,2009-07-09 10:09:34.327
Deuce,TNP019,T,D,2009-07-09 10:09:34.327,csandersre,2009-08-11 18:18:03.093
Dewdrop,BC443,MIPS,D,2009-07-09 10:09:34.327,D,2009-07-09 10:09:34.327
Diamond Head,DU533,MIPS,D,2009-07-09 10:09:34.327,D,2009-07-09 10:09:34.327
Diamond Head II,U0196,MIPS,D,2009-07-09 10:09:34.327,D,2009-07-09 10:09:34.327
Diane,NC001,MIPS,D,2009-07-09 10:09:34.327,D,2009-07-09 10:09:34.327
Dianne,BS148,MIPS,D,2009-07-09 10:09:34.327,csandersre,2009-08-06 16:35:28.977
Diggory,U6571,MIPS,D,2009-07-09 10:09:34.327,D,2009-07-09 10:09:34.327
Digit,FM124,MIPS,D,2009-07-09 10:09:34.327,D,2009-07-09 10:09:34.327
Dihedral,CR009,MIPS,D,2009-07-09 10:09:34.327,D,2009-07-09 10:09:34.327
Dilbert,BS198,MIPS,D,2009-07-09 10:09:34.327,csandersre,2009-08-06 16:41:49.337
Dillon,SB084,MIPS,D,2009-07-09 10:09:34.327,D,2009-07-09 10:09:34.327
Dimetrius,TB208,MIPS,D,2009-07-09 10:09:34.327,D,2009-07-09 10:09:34.327
Dimple,CR111,MIPS,D,2009-07-09 10:09:34.327,D,2009-07-09 10:09:34.327
Diner,MI016,MIPS,D,2009-07-09 10:09:34.327,D,2009-07-09 10:09:34.327
Divit,CH075,MIPS,D,2009-07-09 10:09:34.327,D,2009-07-09 10:09:34.327
Dixie,BC374,MIPS,D,2009-07-09 10:09:34.327,D,2009-07-09 10:09:34.327
Dmitra,CR423,MIPS,D,2009-07-09 10:09:34.327,D,2009-07-09 10:09:34.327
Dobby,CTB039,MIPS,D,2009-07-09 10:09:34.327,D,2009-07-09 10:09:34.327
Dodger,TSW056,MIPS,D,2009-07-09 10:09:34.327,D,2009-07-09 10:09:34.327
Domino,SB106,MIPS,D,2009-07-09 10:09:34.327,D,2009-07-09 10:09:34.327
Don ,BS149,MIPS,D,2009-07-09 10:09:34.327,csandersre,2009-08-06 16:36:38.477
Donna,BS055,MIPS,D,2009-07-09 10:09:34.327,D,2009-07-09 10:09:34.327
Dopplar,CH073,MIPS,D,2009-07-09 10:09:34.327,D,2009-07-09 10:09:34.327
Doris,FM011,MIPS,D,2009-07-09 10:09:34.327,D,2009-07-09 10:09:34.327
Dorito,SB120,MIPS,D,2009-07-09 10:09:34.327,D,2009-07-09 10:09:34.327
Dorman,CR002,MIPS,D,2009-07-09 10:09:34.327,D,2009-07-09 10:09:34.327
Dory,TCR08,T,D,2009-07-09 10:09:34.327,csandersre,2009-08-11 18:18:57.450
Doubledutch,TB545,MIPS,krood,2017-11-15 14:44:07.887,D,2017-11-15 14:44:07.887
Doug ,BS057,MIPS,D,2009-07-09 10:09:34.327,D,2009-07-09 10:09:34.327
Doyle,BS150,MIPS,D,2009-07-09 10:09:34.327,D,2009-07-09 10:09:34.327
Dragon,BS336,MIPS,D,2009-07-09 10:09:34.327,D,2009-07-09 10:09:34.327
Dragonfly,CH074,MIPS,D,2009-07-09 10:09:34.327,D,2009-07-09 10:09:34.327
Dribble,U0020,MIPS,D,2009-07-09 10:09:34.327,D,2009-07-09 10:09:34.327
Drizzle,FM528,MIPS,krood,2019-11-12 10:09:33.570,D,2019-11-12 10:09:33.570
Duanwu,FM603,MIPS,krood,2019-11-12 10:09:45.067,D,2019-11-12 10:09:45.067
Duck,CR379,MIPS,D,2009-07-09 10:09:34.327,D,2009-07-09 10:09:34.327
Duck II,SB076,MIPS,D,2009-07-09 10:09:34.327,D,2009-07-09 10:09:34.327
Dudley,BS042,MIPS,D,2009-07-09 10:09:34.327,D,2009-07-09 10:09:34.327
Dufer,BS012,MIPS,D,2009-07-09 10:09:34.327,csandersre,2009-08-05 12:42:09.367
Dugong ,CR335,MIPS,D,2009-07-09 10:09:34.327,D,2009-07-09 10:09:34.327
Dugong Doug,FM287,MIPS,D,2009-07-09 10:09:34.327,D,2009-07-09 10:09:34.327
Duisi,SB086,MIPS,D,2009-07-09 10:09:34.327,D,2009-07-09 10:09:34.327
Dune,U0021,MIPS,D,2009-07-09 10:09:34.327,D,2009-07-09 10:09:34.327
E-Cow,BC349,MIPS,D,2009-07-09 10:09:34.327,D,2009-07-09 10:09:34.327
E-Ren,TB175,MIPS,D,2009-07-09 10:09:34.327,D,2009-07-09 10:09:34.327
Early,BS293,MIPS,D,2009-07-09 10:09:34.327,csandersre,2009-08-06 16:53:52.463
Ebb,CR419,MIPS,D,2009-07-09 10:09:34.327,D,2009-07-09 10:09:34.327
Echo,SB172,MIPS,D,2009-07-09 10:09:34.327,D,2009-07-09 10:09:34.327
Eclaire,U0356,MIPS,D,2009-07-09 10:09:34.327,D,2009-07-09 10:09:34.327
Eclairela,FM135,MIPS,D,2009-07-09 10:09:34.327,D,2009-07-09 10:09:34.327
Eclarela,U5319,MIPS,D,2009-07-09 10:09:34.327,D,2009-07-09 10:09:34.327
Eclipse,BC282,MIPS,D,2009-07-09 10:09:34.327,D,2009-07-09 10:09:34.327
Eco,TPR017,T,D,2009-07-09 10:09:34.327,csandersre,2009-08-11 18:19:38.593
Eddy,BS208,MIPS,D,2009-07-09 10:09:34.327,csandersre,2009-08-06 16:43:52.663
Edith,SB123,MIPS,D,2009-07-09 10:09:34.327,D,2009-07-09 10:09:34.327
Eee,SB079,MIPS,D,2009-07-09 10:09:34.327,D,2009-07-09 10:09:34.327
Eeyore,TB205,MIPS,D,2009-07-09 10:09:34.327,D,2009-07-09 10:09:34.327
Egg,FM291,MIPS,D,2009-07-09 10:09:34.327,D,2009-07-09 10:09:34.327
Eggbert,BS288,MIPS,D,2009-07-09 10:09:34.327,D,2009-07-09 10:09:34.327
Eggplant,TB488,MIPS,krood,2016-04-15 06:50:33.233,D,2016-04-15 06:50:33.233
Elaine,BS072,MIPS,D,2009-07-09 10:09:34.327,D,2009-07-09 10:09:34.327
Electron,TB462,MIPS,krood,2015-04-07 19:18:28.393,D,2015-04-07 19:18:28.393
Elephant,FM479,MIPS,krood,2016-04-15 06:24:43.173,D,2016-04-15 06:24:43.173
Elfin,PE212,MIPS,D,2009-07-09 10:09:34.327,D,2009-07-09 10:09:34.327
Elle,BC256,MIPS,D,2009-07-09 10:09:34.327,D,2009-07-09 10:09:34.327
Ellie ,CR123,MIPS,D,2009-07-09 10:09:34.327,D,2009-07-09 10:09:34.327
Ellis,TB147,MIPS,D,2009-07-09 10:09:34.327,D,2009-07-09 10:09:34.327
Elsa,BC084,MIPS,D,2009-07-09 10:09:34.327,D,2009-07-09 10:09:34.327
Elsie,BS152,MIPS,D,2009-07-09 10:09:34.327,D,2009-07-09 10:09:34.327
Elvis,TB041,MIPS,D,2009-07-09 10:09:34.327,D,2009-07-09 10:09:34.327
ELVIS II,TB041,MIPS,D,2009-07-09 10:09:34.327,D,2009-07-09 10:09:34.327
Elysa,MI079,MIPS,D,2009-07-09 10:09:34.327,D,2009-07-09 10:09:34.327
Emma,BS009,MIPS,D,2009-07-09 10:09:34.327,D,2009-07-09 10:09:34.327
Emmatee,TBC007,T,D,2009-07-09 10:09:34.327,csandersre,2009-08-11 18:20:18.500
Emmet,BS062,MIPS,D,2009-07-09 10:09:34.327,csandersre,2009-08-05 12:44:12.257
Encore,TB498,MIPS,krood,2016-04-15 07:04:42.097,D,2016-04-15 07:04:42.097
"Englewood, A ",FM243,MIPS,D,2009-07-09 10:09:34.327,D,2009-07-09 10:09:34.327
Epaulettes,TB587,MIPS,krood,2017-11-15 14:45:44.150,D,2017-11-15 14:45:44.150
Eric,CR285,MIPS,D,2009-07-09 10:09:34.327,D,2009-07-09 10:09:34.327
Esoubi,TPR019,T,D,2009-07-09 10:09:34.327,csandersre,2009-08-11 18:28:17.903
Esso,BS300,MIPS,D,2009-07-09 10:09:34.327,D,2009-07-09 10:09:34.327
Ester ,BS121,MIPS,D,2009-07-09 10:09:34.327,D,2009-07-09 10:09:34.327
Etcetera,TB427,MIPS,krood,2015-04-07 19:16:42.513,D,2015-04-07 19:16:42.513
Europa,FM506,MIPS,krood,2019-11-12 10:09:52.793,D,2019-11-12 10:09:52.793
Eustis,BS187,MIPS,D,2009-07-09 10:09:34.327,D,2009-07-09 10:09:34.327
Evergreen,FM362,MIPS,krood,2010-08-16 16:40:17.110,D,2010-08-16 16:40:17.110
Ewe,TB362,MIPS,krood,2014-06-13 13:31:38.503,D,2014-06-13 13:31:38.503
Excavator,SB229,MIPS,krood,2015-04-07 19:14:09.220,D,2015-04-07 19:14:09.220
Extraterrestrial,DUSW00423,MIPS,krood,2017-11-15 14:41:20.600,D,2017-11-15 14:41:20.600
F-Brand 10,BC246,MIPS,D,2009-07-09 10:09:34.327,D,2009-07-09 10:09:34.327
F-Tail,SB015,MIPS,D,2009-07-09 10:09:34.327,D,2009-07-09 10:09:34.327
Fallie,U0738,MIPS,D,2009-07-09 10:09:34.327,D,2009-07-09 10:09:34.327
Fan,PE179,MIPS,D,2009-07-09 10:09:34.327,D,2009-07-09 10:09:34.327
Fang,CH149,MIPS,D,2009-07-09 10:09:34.327,D,2009-07-09 10:09:34.327
Fangs,CH117,MIPS,D,2009-07-09 10:09:34.327,D,2009-07-09 10:09:34.327
Fanny,SB016,MIPS,D,2009-07-09 10:09:34.327,D,2009-07-09 10:09:34.327
Fantail,CH027,MIPS,D,2009-07-09 10:09:34.327,D,2009-07-09 10:09:34.327
Faux Pas,PE222,MIPS,D,2009-07-09 10:09:34.327,D,2009-07-09 10:09:34.327
Fawkes,U5892,MIPS,D,2009-07-09 10:09:34.327,D,2009-07-09 10:09:34.327
Feather,CR431,MIPS,cbeck,2010-03-19 10:09:09.637,D,2010-03-19 10:09:09.637
Feduncle,FM574,MIPS,krood,2017-11-15 14:42:40.147,D,2017-11-15 14:42:40.147
Felicity,BS036,MIPS,D,2009-07-09 10:09:34.327,D,2009-07-09 10:09:34.327
Feng Shui,U1147,MIPS,krood,2013-01-07 13:17:48.440,D,2013-01-07 13:17:48.440
Ferry,CH156,MIPS,D,2009-07-09 10:09:34.327,D,2009-07-09 10:09:34.327
Fetish,SB017,MIPS,D,2009-07-09 10:09:34.327,D,2009-07-09 10:09:34.327
Fifa,TB238,MIPS,krood,2010-08-16 16:41:16.237,D,2010-08-16 16:41:16.237
Fingerchunk,BC009,MIPS,D,2009-07-09 10:09:34.327,D,2009-07-09 10:09:34.327
Fingers,PE011,MIPS,D,2009-07-09 10:09:34.327,D,2009-07-09 10:09:34.327
Fire,TB092,MIPS,D,2009-07-09 10:09:34.327,D,2009-07-09 10:09:34.327
Fireball,PE214,MIPS,D,2009-07-09 10:09:34.327,D,2009-07-09 10:09:34.327
Firefly,RB538,MIPS,D,2009-07-09 10:09:34.327,D,2009-07-09 10:09:34.327
Fish ,RB490,MIPS,D,2009-07-09 10:09:34.327,D,2009-07-09 10:09:34.327
Fish II,BC291,MIPS,D,2009-07-09 10:09:34.327,D,2009-07-09 10:09:34.327
Fishstick,FM295,MIPS,D,2009-07-09 10:09:34.327,D,2009-07-09 10:09:34.327
Five-J,TB112,MIPS,D,2009-07-09 10:09:34.327,D,2009-07-09 10:09:34.327
Fjord,SB175,MIPS,krood,2010-08-16 16:40:42.813,D,2010-08-16 16:40:42.813
Flagler,TB360,MIPS,krood,2014-06-13 13:31:46.047,D,2014-06-13 13:31:46.047
Flame,CR474,MIPS,D,2009-07-09 10:09:34.327,D,2009-07-09 10:09:34.327
Flare,FM531,MIPS,krood,2019-11-12 10:10:03.553,D,2019-11-12 10:10:03.553
Flash ,BS022,MIPS,D,2009-07-09 10:09:34.327,D,2009-07-09 10:09:34.327
Fleck,U5331,MIPS,D,2009-07-09 10:09:34.327,D,2009-07-09 10:09:34.327
Flipa,TPR032,T,D,2009-07-09 10:09:34.327,csandersre,2009-08-11 18:28:39.327
Flo,CR381,MIPS,D,2009-07-09 10:09:34.327,D,2009-07-09 10:09:34.327
Flora,BC058,MIPS,D,2009-07-09 10:09:34.327,D,2009-07-09 10:09:34.327
Florida,U0136,MIPS,D,2009-07-09 10:09:34.327,D,2009-07-09 10:09:34.327
Floyd,BS028,MIPS,D,2009-07-09 10:09:34.327,D,2009-07-09 10:09:34.327
Fluffy ,MI093,MIPS,D,2009-07-09 10:09:34.327,D,2009-07-09 10:09:34.327
Footprint,SB107,MIPS,D,2009-07-09 10:09:34.327,D,2009-07-09 10:09:34.327
Forte,TB287,MIPS,krood,2016-04-15 06:31:33.960,D,2016-04-15 06:31:33.960
Four Spot,CR005,MIPS,D,2009-07-09 10:09:34.327,D,2009-07-09 10:09:34.327
Foxing,CH325,MIPS,krood,2017-11-15 14:40:40.447,D,2017-11-15 14:40:40.447
Fran ,BC312,MIPS,D,2009-07-09 10:09:34.327,D,2009-07-09 10:09:34.327
Fran II,BS312,MIPS,D,2009-07-09 10:09:34.327,D,2009-07-09 10:09:34.327
Francine,TB078,MIPS,D,2009-07-09 10:09:34.327,D,2009-07-09 10:09:34.327
Frankenfrog,FM409,MIPS,krood,2012-10-11 14:08:52.323,D,2012-10-11 14:08:52.323
Frankenstein,U6325,MIPS,D,2009-07-09 10:09:34.327,D,2009-07-09 10:09:34.327
Frazier,TTB045,MIPS,D,2009-07-09 10:09:34.327,D,2009-07-09 10:09:34.327
Freckles,TJX003,T,D,2009-07-09 10:09:34.327,csandersre,2009-08-11 18:29:15.983
Fred,MI129,MIPS,D,2009-07-09 10:09:34.327,D,2009-07-09 10:09:34.327
Freddie,TBC031,T,D,2009-07-09 10:09:34.327,csandersre,2009-08-11 18:34:46.187
Freezer,TBC059,T,krood,2011-01-19 14:48:56.430,D,2011-01-19 14:48:56.430
Fribble,TBC063,T,krood,2011-01-19 14:49:30.687,D,2011-01-19 14:49:30.687
Friendly,PE210,MIPS,D,2009-07-09 10:09:34.327,D,2009-07-09 10:09:34.327
Frigate,TB236,MIPS,D,2009-07-09 10:09:34.327,D,2009-07-09 10:09:34.327
Fringe,SB019,MIPS,D,2009-07-09 10:09:34.327,D,2009-07-09 10:09:34.327
Fritz,BS136,MIPS,D,2009-07-09 10:09:34.327,csandersre,2009-08-06 16:34:27.133
Frog,TB380,MIPS,krood,2015-04-07 19:14:32.290,D,2015-04-07 19:14:32.290
Fromage,SB180,MIPS,krood,2010-08-16 16:40:58.610,D,2010-08-16 16:40:58.610
Frosty II,TLO002,MIPS,D,2009-07-09 10:09:34.327,D,2009-07-09 10:09:34.327
Fulgurite,TB603,MIPS,krood,2017-11-15 14:46:37.823,D,2017-11-15 14:46:37.823
Fusilli,TB578,MIPS,krood,2017-11-15 14:45:36.467,D,2017-11-15 14:45:36.467
Gabriela,TQR002,T,D,2009-07-09 10:09:34.327,csandersre,2009-08-11 18:35:21.640
Gail,CR505a,MIPS,cbeck,2010-03-24 15:22:39.080,D,2010-03-24 15:22:39.080
Galaxy,TB253,MIPS,krood,2010-08-16 16:42:30.363,D,2010-08-16 16:42:30.363
Galleon,TB221,MIPS,D,2009-07-09 10:09:34.327,D,2009-07-09 10:09:34.327
Gandalf,BS006,MIPS,D,2009-07-09 10:09:34.327,D,2009-07-09 10:09:34.327
Garth,BS155,MIPS,D,2009-07-09 10:09:34.327,D,2009-07-09 10:09:34.327
Gary,BS143,MIPS,D,2009-07-09 10:09:34.327,csandersre,2009-08-06 16:35:04.697
Gauge,TB600,MIPS,krood,2017-11-15 14:46:03.660,krood,2017-11-15 14:47:36.457
Gazela,TPR020,T,D,2009-07-09 10:09:34.327,csandersre,2009-08-11 18:36:31.950
Gecko,U2514,MIPS,krood,2012-10-11 14:25:43.073,D,2012-10-11 14:25:43.073
Geisel,U5264,MIPS,D,2009-07-09 10:09:34.327,D,2009-07-09 10:09:34.327
Gem,TB406,MIPS,krood,2016-08-22 05:59:53.233,D,2016-08-22 05:59:53.233
George,CH042,MIPS,D,2009-07-09 10:09:34.327,D,2009-07-09 10:09:34.327
Georgia Okeafe,CH111,MIPS,D,2009-07-09 10:09:34.327,D,2009-07-09 10:09:34.327
Georgia Okeefe,CH111,MIPS,D,2009-07-09 10:09:34.327,D,2009-07-09 10:09:34.327
Gerbil,FM568,MIPS,krood,2017-11-15 14:42:33.217,D,2017-11-15 14:42:33.217
Geronimo,CH037,MIPS,D,2009-07-09 10:09:34.327,D,2009-07-09 10:09:34.327
Gerry,MI102,MIPS,D,2009-07-09 10:09:34.327,D,2009-07-09 10:09:34.327
Ghates,SB151,MIPS,D,2009-07-09 10:09:34.327,D,2009-07-09 10:09:34.327
Ghengis,MI075,MIPS,D,2009-07-09 10:09:34.327,D,2009-07-09 10:09:34.327
Giffer,TNP027,T,D,2009-07-09 10:09:34.327,csandersre,2009-08-11 18:38:13.873
Gilligan,CH077,MIPS,D,2009-07-09 10:09:34.327,D,2009-07-09 10:09:34.327
Gills,FM460,MIPS,krood,2017-11-15 14:41:55.127,D,2017-11-15 14:41:55.127
Gina,TBH001,T,D,2009-07-09 10:09:34.327,csandersre,2009-08-11 18:38:41.310
Ginger,FM244,MIPS,D,2009-07-09 10:09:34.327,D,2009-07-09 10:09:34.327
Ginsu,CH065,MIPS,D,2009-07-09 10:09:34.327,D,2009-07-09 10:09:34.327
Giraffe,FM296,MIPS,D,2009-07-09 10:09:34.327,D,2009-07-09 10:09:34.327
Giza,DU356,MIPS,D,2009-07-09 10:09:34.327,D,2009-07-09 10:09:34.327
Gladiator,SB153,MIPS,D,2009-07-09 10:09:34.327,D,2009-07-09 10:09:34.327
Glider,CR320,MIPS,D,2009-07-09 10:09:34.327,D,2009-07-09 10:09:34.327
Gloria,TBC011,T,D,2009-07-09 10:09:34.327,csandersre,2009-08-11 18:39:13.953
Glyph,TB067,MIPS,D,2009-07-09 10:09:34.327,D,2009-07-09 10:09:34.327
Goblin,BC271,MIPS,D,2009-07-09 10:09:34.327,D,2009-07-09 10:09:34.327
Godium,TBC084,T,krood,2013-01-07 13:24:02.527,D,2013-01-07 13:24:02.527
Gold,BS238,MIPS,D,2009-07-09 10:09:34.327,csandersre,2009-08-06 16:48:18.993
Goldfish,SB126,MIPS,D,2009-07-09 10:09:34.327,D,2009-07-09 10:09:34.327
Golf,BS206,MIPS,D,2009-07-09 10:09:34.327,csandersre,2009-08-06 16:42:53.913
Gondola,TB224,MIPS,D,2009-07-09 10:09:34.327,D,2009-07-09 10:09:34.327
Gorby,U5752,MIPS,D,2009-07-09 10:09:34.327,D,2009-07-09 10:09:34.327
Gordon,BS248,MIPS,D,2009-07-09 10:09:34.327,csandersre,2009-08-06 16:49:50.383
Gottlieb,MI032,MIPS,D,2009-07-09 10:09:34.327,D,2009-07-09 10:09:34.327
Gouda,CH139,MIPS,D,2009-07-09 10:09:34.327,D,2009-07-09 10:09:34.327
GP,TGA007,T,D,2009-07-09 10:09:34.327,csandersre,2009-08-11 18:39:38.843
Grace,U5602,MIPS,D,2009-07-09 10:09:34.327,D,2009-07-09 10:09:34.327
Gracie,FK010,MIPS,D,2009-07-09 10:09:34.327,D,2009-07-09 10:09:34.327
Grahm,U6319,MIPS,D,2009-07-09 10:09:34.327,D,2009-07-09 10:09:34.327
Gratiator,SB131,MIPS,D,2009-07-09 10:09:34.327,D,2009-07-09 10:09:34.327
Grebes,TB555,MIPS,krood,2017-11-15 14:44:23.390,D,2017-11-15 14:44:23.390
Greenling,TBC069,T,krood,2012-05-14 12:13:55.370,D,2012-05-14 12:13:55.370
Greg,BS191,MIPS,D,2009-07-09 10:09:34.327,csandersre,2009-08-06 16:40:55.620
Gretel,FM039,MIPS,D,2009-07-09 10:09:34.327,D,2009-07-09 10:09:34.327
Grey,TB080,MIPS,D,2009-07-09 10:09:34.327,D,2009-07-09 10:09:34.327
Grimace,CH185,MIPS,krood,2010-05-27 10:55:10.190,D,2010-05-27 10:55:10.190
Grin,FM356,MIPS,D,2009-07-09 10:09:34.327,D,2009-07-09 10:09:34.327
Grinch,TBC060,T,krood,2011-01-19 14:49:05.497,D,2011-01-19 14:49:05.497
Griselda,CR033,MIPS,D,2009-07-09 10:09:34.327,D,2009-07-09 10:09:34.327
Griswald,BS032,MIPS,D,2009-07-09 10:09:34.327,D,2009-07-09 10:09:34.327
Guami,TPR014,T,D,2009-07-09 10:09:34.327,csandersre,2009-08-11 18:41:52.687
Guanajibo,TPR009,T,D,2009-07-09 10:09:34.327,csandersre,2009-08-11 18:43:07.437
Guitar,SB257,MIPS,krood,2017-11-15 14:40:50.960,D,2017-11-15 14:40:50.960
Gulper,TB395,MIPS,krood,2015-04-07 19:15:12.030,D,2015-04-07 19:15:12.030
Gummi Bear,BS089,MIPS,D,2009-07-09 10:09:34.327,D,2009-07-09 10:09:34.327
Gurt,TB025,MIPS,D,2009-07-09 10:09:34.327,D,2009-07-09 10:09:34.327
Gus,CR108,MIPS,D,2009-07-09 10:09:34.327,D,2009-07-09 10:09:34.327
Guy,MI116,MIPS,D,2009-07-09 10:09:34.327,D,2009-07-09 10:09:34.327
Gwen,PE069,MIPS,D,2009-07-09 10:09:34.327,D,2009-07-09 10:09:34.327
Gyro,BC376,MIPS,D,2009-07-09 10:09:34.327,D,2009-07-09 10:09:34.327
H,CR113,MIPS,D,2009-07-09 10:09:34.327,D,2009-07-09 10:09:34.327
H2,CR194,MIPS,D,2009-07-09 10:09:34.327,D,2009-07-09 10:09:34.327
H3,CR202,MIPS,D,2009-07-09 10:09:34.327,D,2009-07-09 10:09:34.327
Hagrid,TB213,MIPS,D,2009-07-09 10:09:34.327,D,2009-07-09 10:09:34.327
Hal,CR161,MIPS,D,2009-07-09 10:09:34.327,D,2009-07-09 10:09:34.327
Halebopp,CH068,MIPS,D,2009-07-09 10:09:34.327,D,2009-07-09 10:09:34.327
Haley,SB085,MIPS,D,2009-07-09 10:09:34.327,D,2009-07-09 10:09:34.327
Half Hex,SB020,MIPS,D,2009-07-09 10:09:34.327,D,2009-07-09 10:09:34.327
Half-moon,U0248,MIPS,D,2009-07-09 10:09:34.327,D,2009-07-09 10:09:34.327
Halfhex,SB020,MIPS,D,2009-07-09 10:09:34.327,D,2009-07-09 10:09:34.327
Halfpoint,CH066,MIPS,D,2009-07-09 10:09:34.327,D,2009-07-09 10:09:34.327
Hammer,SB065,MIPS,D,2009-07-09 10:09:34.327,D,2009-07-09 10:09:34.327
Hank,MI048,MIPS,D,2009-07-09 10:09:34.327,D,2009-07-09 10:09:34.327
Hank II,MI095,MIPS,D,2009-07-09 10:09:34.327,D,2009-07-09 10:09:34.327
Hans,BS241,MIPS,D,2009-07-09 10:09:34.327,csandersre,2009-08-06 16:48:57.383
Har-V,SB018,MIPS,D,2009-07-09 10:09:34.327,D,2009-07-09 10:09:34.327
Harley,BS086,MIPS,D,2009-07-09 10:09:34.327,D,2009-07-09 10:09:34.327
Harold,MI025,MIPS,D,2009-07-09 10:09:34.327,D,2009-07-09 10:09:34.327
Harriet,PE177,MIPS,D,2009-07-09 10:09:34.327,D,2009-07-09 10:09:34.327
Hatch,TB491,MIPS,krood,2016-04-15 07:01:30.400,D,2016-04-15 07:01:30.400
Hatpin,U0212,MIPS,D,2009-07-09 10:09:34.327,D,2009-07-09 10:09:34.327
Hayworth,MI029,MIPS,D,2009-07-09 10:09:34.327,D,2009-07-09 10:09:34.327
HC,TB099,MIPS,D,2009-07-09 10:09:34.327,D,2009-07-09 10:09:34.327
